Id,Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
50397,TOYOTI,COMPACT,1.5,,AV,X,4.2,6.6,5.28,158
50398,GONDA,COMPACT,1.5,4.0,M6,Z,12.300123001230011,7.6,10.183299389002036,182
50399,TOYOTI,SUV - STANDARD,4.0,6.0,AS5,X,16.1,11.200674068199842,13.88888888888889,321
50400,BMV,SUBCOMPACT,4.4,8.0,M6,Z,19.3,12.5,16.233766233766232,331
50401,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,7.3,7.5,7.390983000739099,185
50402,FOLKSWA,COMPACT,1.8,4.0,AS6,X,11.7,7.698229407236336,9.900990099009901,182
50403,CHEVO,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,21.3,11.501955990220049,16.885498923187367,285
50404,FOLKSWA,COMPACT,2.0,4.0,AM6,Z,8.7996632996633,7.0,,201
50405,FOLD,SUBCOMPACT,3.7,6.0,M6,X,14.896453451551617,9.9,12.65,255
50406,BMV,SUV - SMALL,3.0,6.0,AS8,Z,11.299999999999999,8.8,10.18,235
50407,FOLD,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,13.6,7.2,10.700000000000001,277
50408,CHEVO,COMPACT,1.4,4.0,AS6,X,8.097165991902834,6.299754683318465,7.289832258064516,185
50409,KIO,,1.6,4.0,AS6,X,7.8,6.9,7.39479057591623,181
50410,BMV,MID-SIZE,3.0,6.0,AS8,D,10.4,9.199632014719413,9.86,210
50411,MATSUDA,COMPACT,2.5,4.0,M6,X,10.204081632653061,6.600660066006601,8.576329331046312,198
50412,LAND CRAWLER,SUV - STANDARD,5.0,8.0,AS8,E,21.500457038391225,14.0,18.1,367
50413,BMV,COMPACT,4.4,8.0,AS8,Z,21.8,11.8,17.298285364360076,305
50414,FOLD,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,16.8,9.5,13.515837320574164,261
50415,FOLD,SUV - SMALL,1.6,4.0,AS6,X,11.000038940809969,7.0,9.2,200
50416,NIRRAN,COMPACT,1.6,4.0,A4,X,10.60004506534475,6.5,8.756567425569177,181
50417,MATSUDA,COMPACT,2.5,4.0,AS6,X,11.60092807424594,7.9010749076251265,9.930486593843098,197
50418,LECUS,COMPACT,2.0,4.0,AS8,Z,12.4,,10.103737113402062,214
50419,KIO,MID-SIZE,2.0,4.0,AM6,X,8.7,5.701254275940707,7.35046875,171
50420,FIAR,STATION WAGON - SMALL,,4.0,AM6,X,12.106537530266344,7.2,9.894255691768826,211
50421,JIPU,SUV - SMALL,3.6,6.0,A8,X,17.006802721088437,11.899999999999999,14.704893284747527,290
50422,TOLVO,SUV - SMALL,2.0,4.0,AS8,X,9.901191728005607,8.7,9.359928372463193,240
50423,ASURA,MID-SIZE,3.5,6.0,AM7,Z,11.1,6.9,9.21,191
50424,MATSUDA,MID-SIZE,,4.0,AS6,X,4.5,6.4,5.36,171
50425,TOYOTI,MID-SIZE,,4.0,AV,X,8.699753618724976,7.3,8.071025020177562,176
50426,BMV,SUBCOMPACT,4.4,8.0,M6,Z,17.98561151079137,9.3,14.09,323
50427,RYUNDAI,FULL-SIZE,,6.0,AS8,X,16.300415800415802,10.9,13.86750122729504,299
50428,FOLD,FULL-SIZE,2.0,4.0,AS6,X,12.7,8.099690082644628,10.631576966503575,243
50429,CADILUXE,MID-SIZE,,6.0,AS10,Z,10.7,8.403361344537815,9.7,273
50430,CHEVO,MID-SIZE,1.4,4.0,M6,X,9.0,4.800768122899664,7.110489721886337,167
50431,GONDA,COMPACT,2.0,4.0,AV7,X,10.89967562557924,6.6000000000000005,9.0,97
50432,FOLD,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,X,10.1010101010101,8.3,,221
50433,NIRRAN,,3.5,6.0,AV,X,10.1,11.402508551881414,10.68673330304407,256
50434,JIPU,SUV - STANDARD,5.7,8.0,A8,X,14.8,13.3,14.124293785310734,433
50435,BMV,MID-SIZE,2.0,4.0,AS8,,10.1,7.69912782774598,9.0,201
50436,FOLD,PICKUP TRUCK - STANDARD,3.0,6.0,AS10,D,10.9,8.9,10.0,286
50437,LECUS,SUBCOMPACT,3.5,6.0,AS6,Z,15.09786210582576,8.4,12.09,244
50438,FOLD,SUBCOMPACT,1.6,4.0,M6,X,7.4,6.501950585175552,7.0,186
50439,NIRRAN,MID-SIZE,,4.0,M5,X,9.0,7.800312012480499,8.5,172
50440,NIRRAN,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,9.900990099009901,8.7,9.35987408880053,224
50441,FOLKSWA,COMPACT,2.0,4.0,AM7,X,9.800625,7.0,8.5,205
50442,RYUNDAI,SUV - SMALL,2.4,4.0,AS6,X,11.49425287356322,8.201359832635983,10.01001001001001,246
50443,JIPU,SUV - SMALL,2.4,4.0,A9,X,13.2,11.806375442739078,12.56281407035176,234
50444,FOLD,SUBCOMPACT,1.0,3.0,M5,X,10.89967562557924,7.1,9.191176470588236,154
50445,FOLD,SUBCOMPACT,5.0,,AS6,X,17.2,11.49425287356322,,338
50446,CHEVO,COMPACT,3.6,6.0,AS6,X,7.800312012480499,6.9,7.39437283872996,232
50447,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,A6,E,14.101618705035971,11.49425287356322,12.928192219679632,303
50448,CHEVO,MID-SIZE,2.0,4.0,AS6,D,9.5,7.69912782774598,8.69,186
50449,MATSUDA,,2.5,4.0,AS6,X,11.200674068199842,7.89935682326622,,221
50450,TOYOTI,,3.5,6.0,AS8,X,12.498140276301807,9.8,11.286681715575622,268
50451,MATSUDA,SUV - SMALL,,4.0,AS6,X,12.0,8.9,10.60482416591524,206
50452,CADILUXE,SUV - SMALL,,4.0,AS9,Z,11.898946925021063,8.3,10.277492291880781,220
50453,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,18.30466926070039,10.400625920471281,14.74,376
50454,DOGE,MID-SIZE,6.4,8.0,M6,Z,10.1010101010101,10.0,10.05,343
50455,NIRRAN,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,11.100283152430391,9.300711743772242,10.289370078740157,220
50456,TOYOTI,SUV - SMALL,2.5,4.0,AS6,X,12.2,10.600000000000001,11.48105625717566,224
50457,DOGE,FULL-SIZE,5.7,8.0,A5,X,12.2,8.8,10.67,334
50458,CHEVO,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,18.315018315018314,12.097687366167023,15.5,331
50459,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,22.103364632237874,10.8,17.016927710843373,327
50460,FOLD,FULL-SIZE,3.5,6.0,,E,8.9,8.9,8.9,236
50461,TOYOTI,MID-SIZE,1.8,4.0,AV,X,7.4,7.5,7.45,179
50462,DOGE,FULL-SIZE,3.6,6.0,A5,X,17.2,10.1010101010101,14.005007436787306,271
50463,BMV,SUV - SMALL,,4.0,AS8,Z,12.29782324771441,7.399024850581944,10.1,214
50464,GONDA,SUV - SMALL,2.4,,AV,,4.199836455545643,7.8,5.820721769499418,207
50465,NIRRAN,SUV - SMALL,2.5,4.0,AV,X,10.2,7.9,9.16,182
50466,CHEVO,SUV - SMALL,1.4,4.0,AS6,X,7.69912782774598,6.8000867302688635,7.293946024799416,185
50467,JIPU,SUV - SMALL,1.4,4.0,M6,X,9.8,8.201359832635983,9.080070716811315,213
50468,CHEVO,PICKUP TRUCK - SMALL,2.8,4.0,A6,D,13.9,14.4,14.1,245
50469,FOLD,SPECIAL PURPOSE VEHICLE,2.0,4.0,,X,10.7,9.199632014719413,10.03,219
50470,BMV,SUBCOMPACT,3.0,6.0,M6,Z,10.4,9.9,10.18,251
50471,BMV,SUV - SMALL,2.0,4.0,AS8,Z,11.0,7.199724517906335,9.289691943127963,236
50472,BMV,COMPACT,3.0,6.0,AM7,Z,11.6,15.000956632653061,13.13,299
50473,FOLD,SUBCOMPACT,1.6,4.0,M5,X,8.9,6.1,7.64,170
50474,NIRRAN,TWO-SEATER,3.7,6.0,AS7,Z,11.299999999999999,6.0,8.91388450615336,266
50475,FIAR,TWO-SEATER,1.4,4.0,A6,X,11.4,8.097165991902834,,191
50476,LECUS,MID-SIZE,2.5,4.0,AV6,X,8.3,6.2,7.352941176470589,166
50477,DOGE,MID-SIZE,6.4,8.0,M6,Z,18.89505016722408,12.498140276301807,16.025641025641026,333
50478,TOLVO,,2.0,4.0,AS8,Z,12.706480304955527,12.3,12.52,235
50479,CHEVO,SUV - SMALL,2.5,4.0,A9,X,14.705882352941178,7.599838449111471,11.51,243
50480,GONDA,SUV - SMALL,3.5,6.0,A6,X,10.0,7.800000000000001,,270
50481,TOYOTI,SUV - SMALL,,4.0,AV6,X,11.100000000000001,5.6,8.62,174
50482,FOLD,SUBCOMPACT,5.0,8.0,M6,X,20.00127551020408,11.001637043966324,15.95,326
50483,NIRRAN,TWO-SEATER,3.7,6.0,M6,Z,11.5,9.699587628865979,10.695187165775401,280
50484,CHEVO,SUBCOMPACT,1.4,4.0,AV,X,9.0,6.8,8.00910121916643,160
50485,LECUS,COMPACT,3.5,6.0,AS6,Z,13.296495195025438,8.2,11.001100110011,250
50486,RYUNDAI,FULL-SIZE,2.4,4.0,AS6,X,,7.898894154818326,10.1,211
50487,TOLVO,COMPACT,2.0,4.0,AS8,Z,,6.1,7.09,187
50488,JIPU,SUV - STANDARD,3.6,6.0,A8,X,12.195121951219512,8.400535714285715,10.491302408563781,272
50489,FOLD,SUV - STANDARD,3.5,6.0,AS6,E,13.3,8.7,11.235955056179774,270
50490,CHEVO,VAN - CARGO,5.3,8.0,A4,X,20.893565088757395,11.198208286674133,,392
50491,RYUNDAI,SUBCOMPACT,3.8,6.0,AS8,Z,,10.695187165775401,,292
50492,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,11.898946925021063,8.703220191470844,10.458385783043317,216
50493,KIO,COMPACT,1.6,4.0,AS6,X,8.097165991902834,7.0,7.604562737642586,180
50494,FOLKSWA,COMPACT,2.0,4.0,,Z,9.8,7.7,8.857395925597874,227
50495,NIRRAN,MID-SIZE,2.5,4.0,AV,X,9.398496240601503,7.1022727272727275,8.364850458987267,172
50496,JIPU,SUV - SMALL,3.6,6.0,M6,X,12.3,6.901311249137336,,272
50497,LECUS,MID-SIZE,3.4,6.0,AS10,Z,11.7,9.0,10.482180293501049,277
50498,TOYOTI,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,23.20185614849188,14.6,19.33,356
50499,CHEVO,SUBCOMPACT,,4.0,M6,Z,15.79871364653244,7.5004783163265305,12.1,235
50500,GONDA,SUV - SMALL,3.5,6.0,A6,X,12.300123001230011,8.1,10.408290346352247,256
50501,NIRRAN,SUV - STANDARD,5.6,8.0,,X,16.9,10.604453870625663,14.067778884462152,398
50502,ASURA,MID-SIZE,3.7,6.0,AS6,Z,16.99645006016847,10.500669642857144,14.084507042253522,260
50503,JIPU,SUV - SMALL,1.4,4.0,M6,X,10.1,9.3,9.7,206
50504,RYUNDAI,COMPACT,1.6,4.0,AM6,X,10.6,6.9,8.94,184
50505,JIPU,SUV - SMALL,3.6,,A5,X,16.3,11.802057200200704,14.28,327
50506,NIRRAN,COMPACT,1.6,4.0,A4,X,9.201335504885993,7.7,8.53,183
50507,CHEVO,PICKUP TRUCK - STANDARD,,6.0,A6,E,17.2,11.100000000000001,14.450867052023122,316
50508,FOLD,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,X,18.69158878504673,11.7,15.552099533437016,309
50509,TOYOTI,MID-SIZE,2.5,4.0,AS8,X,8.0,6.8,7.46,116
50510,CHEVO,PICKUP TRUCK - SMALL,,4.0,A6,D,11.8,12.004801920768307,11.899999999999999,253
50511,LAND CRAWLER,SUV - STANDARD,,6.0,AS8,Z,12.700593952483802,10.0,11.485107421875,314
50512,TOLVO,COMPACT,3.0,6.0,AS6,X,10.9,9.398496240601503,10.223706116539994,246
50513,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,10.8,7.199424046076314,9.180913348946136,291
50514,CHEVO,COMPACT,,4.0,AS6,X,10.1010101010101,6.7,8.570418689320388,183
50515,CHEVO,SUV - SMALL,1.4,4.0,AS6,X,6.899823995306541,6.400408163265306,6.674659477866061,198
50516,NIRRAN,SUV - SMALL,3.5,6.0,AV,X,12.4,7.800000000000001,10.3,252
50517,DOGE,MID-SIZE,6.4,8.0,M6,Z,18.0,11.198208286674133,14.947683109118087,355
50518,FOLKSWA,SUBCOMPACT,2.0,,A6,Z,10.799136069114471,5.998800239952009,8.64,206
50519,FOLKSWA,MID-SIZE,1.8,4.0,M6,X,9.3,7.79903368304804,8.6,187
50520,CHEVO,SUV - SMALL,2.4,,A6,X,11.100000000000001,,9.30232558139535,227
50521,GONDA,PICKUP TRUCK - STANDARD,,6.0,A6,,15.290519877675841,10.200130095403296,13.01,285
50522,JIPU,SUV - SMALL,2.4,4.0,A9,X,9.099181073703367,6.7,8.019604500511422,225
50523,GONDA,SUV - SMALL,1.5,4.0,AV,X,9.9,6.699373397892338,8.460236886632826,167
50524,RYUNDAI,MID-SIZE,2.0,4.0,AS6,X,9.2,7.7,,186
50525,LECUS,SUBCOMPACT,3.5,6.0,AS6,Z,,8.7,12.3,256
50526,DOGE,MID-SIZE,6.2,8.0,A8,Z,15.79871364653244,9.300711743772242,12.875159525979944,378
50527,RYUNDAI,FULL-SIZE,1.6,4.0,AM7,X,8.7996632996633,6.4,7.7195602231703315,195
50528,NIRRAN,SUV - SMALL,2.5,4.0,AV,X,8.599117199391172,8.097165991902834,8.375209380234507,197
50529,ASURA,SUV - SMALL,2.0,4.0,AS10,Z,13.4,8.6,11.235955056179774,235
50530,LECUS,SUV - SMALL,3.5,6.0,AV6,Z,8.5,6.800000000000001,7.74,190
50531,DOGE,SUV - SMALL,3.6,6.0,A6,X,19.5,12.598553829673271,16.39,319
50532,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,A6,X,16.4,10.905125408942203,13.92757660167131,364
50533,KIO,MINIVAN,3.3,6.0,AS6,X,20.2020202020202,12.0,16.51,280
50534,DOGE,FULL-SIZE,,6.0,A8,X,12.0,9.0,10.700000000000001,232
50535,JIPU,SUV - STANDARD,6.4,8.0,A8,Z,19.7,11.598372781065088,16.051364365971107,387
50536,CHEVO,PICKUP TRUCK - STANDARD,,8.0,A6,X,21.096415235250184,8.899842470069313,15.60816191108162,379
50537,RYUNDAI,FULL-SIZE,1.6,4.0,AM7,X,13.8,7.3,,208
50538,TOLVO,STATION WAGON - SMALL,,4.0,AS8,X,10.60004506534475,7.69912782774598,9.29368029739777,216
50539,FOLD,SUV - SMALL,2.0,4.0,A8,X,11.899999999999999,7.798905835543767,10.050251256281408,241
50540,GONDA,,1.5,4.0,M6,X,8.400535714285715,6.600660066006601,7.59,168
50541,BMV,COMPACT,2.0,4.0,,Z,9.6,7.898894154818326,8.83581482639975,210
50542,CHEVO,SUV - STANDARD,3.6,6.0,A6,X,14.992503748125937,14.792899408284024,14.903129657228018,297
50543,MATSUDA,COMPACT,2.5,4.0,AS6,X,11.897572078907436,8.4,10.32,172
50544,LECUS,,5.0,8.0,AS8,Z,17.391304347826086,12.300123001230011,15.11,309
50545,CHEVO,SUBCOMPACT,2.0,4.0,AS8,Z,,,11.44,222
50546,LAMBOGI,TWO-SEATER,,10.0,AM7,Z,18.7,18.69158878504673,18.7,483
50547,CHEVO,SUV - STANDARD,6.2,8.0,A10,Z,9.699587628865979,7.3,8.620689655172415,320
50548,TOYOTI,COMPACT,1.5,4.0,AV,X,10.00063775510204,8.196721311475411,9.191176470588236,179
50549,DOGE,MID-SIZE,6.2,,A8,Z,16.0,,15.600624024960998,403
50550,FOLD,SUV - SMALL,,4.0,AS6,X,13.502583237657863,9.399999999999999,11.65,239
50551,FOLKSWA,STATION WAGON - SMALL,1.4,4.0,M6,X,5.80046403712297,7.199424046076314,6.430868167202572,134
50552,FOLD,SUV - STANDARD,,,AS6,X,11.200714285714286,11.9,11.52,308
50553,CHEVO,SUV - SMALL,3.6,6.0,A6,X,17.4,11.5,14.743267223382045,313
50554,CHEVO,SUV - STANDARD,5.3,8.0,A6,E,14.298784194528876,11.399999999999999,,310
50555,FOLD,PICKUP TRUCK - STANDARD,3.0,6.0,AS10,D,19.5,10.3,15.36,304
50556,BMV,,,6.0,AS8,Z,14.9,11.099449901768173,13.192091979809312,362
50557,JIPU,SUV - SMALL,2.4,4.0,A9,X,10.9,7.6,9.41,224
50558,RYUNDAI,FULL-SIZE,1.6,4.0,AM7,X,11.39955609362389,9.2,10.41,203
50559,BMV,COMPACT,2.0,4.0,AS8,Z,8.500722804481388,8.4,8.454888569374551,211
50560,KIO,MID-SIZE,2.4,4.0,AS6,X,8.7,8.097165991902834,8.43,178
50561,CHEVO,COMPACT,3.6,,AS6,X,11.6,7.598784194528875,9.803921568627452,234
50562,BMV,SUV - SMALL,2.0,4.0,AS8,Z,12.59950936663693,7.89935682326622,10.48,240
50563,ASURA,MID-SIZE,3.7,6.0,M6,Z,22.106672932330827,12.4,17.73868778280543,285
50564,FOLKSWA,SUV - STANDARD,3.6,,AS8,Z,12.199948132780083,9.30232558139535,10.9,311
50565,KIO,FULL-SIZE,1.6,4.0,AM7,X,8.896797153024911,8.097165991902834,8.539709649871904,213
50566,FOLKSWA,COMPACT,1.8,4.0,M5,X,9.4,8.099690082644628,8.8,182
50567,GONDA,MID-SIZE,,4.0,AV,X,7.800312012480499,5.5,6.765899864682003,172
50568,TOLVO,COMPACT,2.0,4.0,AS8,Z,9.7,8.201359832635983,9.024952076677316,228
50569,JIPU,SUV - SMALL,2.4,4.0,A9,X,12.406947890818858,8.800031152647975,10.78,219
50570,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,13.4,9.2,11.507479861910243,228
50571,TOYOTI,PICKUP TRUCK - SMALL,4.0,,M6,X,16.4,12.199948132780083,14.51,326
50572,LAND CRAWLER,SUV - STANDARD,5.0,8.0,AS8,Z,14.8,11.100000000000001,13.100000000000001,382
50573,FOLD,COMPACT,2.0,4.0,M5,X,9.6,7.4,,198
50574,MATSUDA,MID-SIZE,2.5,,AS6,X,4.3,7.69912782774598,5.83,133
50575,MATSUDA,MID-SIZE,2.5,,M6,X,8.9,7.200637267397401,8.13,197
50576,GONDA,MID-SIZE,3.5,6.0,AS6,X,9.0,8.698779585798817,8.86600075386355,220
50577,MITSU,COMPACT,2.0,4.0,AM6,Z,14.403857930189837,10.905125408942203,12.82,289
50578,BMV,COMPACT,3.0,,M6,Z,9.6,6.6,8.250263065591021,250
50579,BMV,SUBCOMPACT,3.0,6.0,M6,Z,12.1,8.000028320589067,10.3,252
50580,FOLD,SUBCOMPACT,2.3,4.0,AS6,X,14.000892857142857,9.501547258661285,11.97,232
50581,MATSUDA,MID-SIZE,2.5,4.0,M6,X,7.501875468867217,7.199724517906335,7.37,195
50582,JIPU,SUV - SMALL,2.4,4.0,A9,,13.49527665317139,8.6,11.294722111155536,257
50583,CADILUXE,COMPACT,2.0,4.0,AS6,Z,11.8,7.9,10.0,230
50584,LECUS,SUV - STANDARD,4.6,8.0,,Z,17.2,11.501669381107492,14.6,321
50585,FOLKSWA,COMPACT,2.0,4.0,AM6,Z,8.899842470069313,6.7,7.911392405063291,185
50586,JIPU,,3.2,6.0,A9,X,9.5,9.399999999999999,9.5,256
50587,GONDA,STATION WAGON - SMALL,1.8,,AV,X,8.7,6.4,7.664222873900293,177
50588,NIRRAN,COMPACT,1.6,4.0,M5,X,8.998278500382556,6.3,7.785998013902681,165
50589,NIRRAN,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,10.0,7.898894154818326,9.053695150115473,235
50590,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,9.9,8.899545970488083,9.399999999999999,223
50591,FOLD,COMPACT,1.0,3.0,M6,X,4.2,7.1,5.5,136
50592,TOYOTI,MINICOMPACT,2.0,4.0,M6,Z,10.3,7.7,9.13,240
50593,JIPU,SUV - SMALL,3.2,6.0,A9,X,14.600558659217878,9.30232558139535,12.21,265
50594,BARUSU,SUV - SMALL,2.0,4.0,AV8,Z,11.7,7.69912782774598,9.9,212
50595,FOLD,MID-SIZE,2.7,6.0,AS6,X,13.9,14.600558659217878,14.21,278
50596,FOLD,SUBCOMPACT,5.0,8.0,AS10,X,16.207455429497568,10.5,13.600000000000001,316
50597,FOLD,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,15.402453653217012,9.0,12.5,286
50598,TOYOTI,MID-SIZE,2.5,4.0,AS8,X,11.1,6.09978406391708,8.85,181
50599,BMV,MID-SIZE,3.0,,A8,D,9.0,7.7,8.417508417508417,209
50600,FIAR,SUV - SMALL,1.4,4.0,M6,X,8.9,7.401924500370097,8.22,188
50601,NIRRAN,STATION WAGON - SMALL,,4.0,M6,X,10.7,8.60018281535649,9.75609756097561,216
50602,CHEVO,,1.8,4.0,M5,X,8.0,6.7,7.42,193
50603,TOLVO,STATION WAGON - MID-SIZE,2.0,4.0,AS8,Z,9.7,7.599838449111471,8.76,226
50604,LAND CRAWLER,SUV - SMALL,3.0,6.0,AS8,Z,13.1,11.401599612215222,12.3,267
50605,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,10.3,7.5,9.041591320072332,277
50606,CHEVO,,,6.0,AS6,,9.2,8.1,8.705115562403696,238
50607,BMV,SUBCOMPACT,3.0,6.0,AM7,Z,16.200000000000003,,13.860636417206837,318
50608,GONDA,,,4.0,AV,X,10.2,,8.67,164
50609,MITSU,STATION WAGON - SMALL,2.0,4.0,AV6,X,11.001100110011,,10.280375874125875,183
50610,LAND CRAWLER,SUV - SMALL,2.0,4.0,AS8,Z,11.299435028248588,8.3,9.950248756218905,252
50611,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,5.499532382511106,6.0,5.725192541548439,205
50612,NIRRAN,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,16.501650165016503,12.5,14.7,353
50613,FOLD,FULL-SIZE,3.5,6.0,AS6,X,14.104372355430185,12.6,13.43,282
50614,FOLD,SUV - SMALL,1.6,4.0,AS6,X,8.6,7.299270072992701,8.02,201
50615,DOGE,MID-SIZE,6.2,8.0,A8,Z,16.494740532959327,10.2,13.700000000000001,377
50616,CADILUXE,MID-SIZE,3.0,6.0,AS10,,14.492753623188404,10.099427958526993,12.52,268
50617,RYUNDAI,MID-SIZE,,4.0,M6,X,9.800625,6.901311249137336,8.494582881906826,184
50618,BMV,COMPACT,,6.0,M6,Z,11.5,9.596928982725528,10.64,231
50619,JIPU,SUV - SMALL,2.4,4.0,AV,X,16.80672268907563,11.7,14.501541307028361,246
50620,TOYOTI,SUV - STANDARD,4.0,6.0,AS5,,18.3,,16.286644951140065,342
50621,MATSUDA,SUV - SMALL,,4.0,AS6,X,8.598452278589853,7.699345335515548,8.2,201
50622,LECUS,SUBCOMPACT,3.5,6.0,AV10,Z,9.7,7.800312012480499,8.841732979664014,198
50623,TOLVO,MID-SIZE,2.0,4.0,AS8,Z,8.4,6.8,7.68,200
50624,TOYOTI,MID-SIZE,,4.0,A4,X,12.097687366167023,7.4,10.0,175
50625,LAND CRAWLER,SUV - STANDARD,5.0,8.0,AS8,Z,19.4,14.3,17.11,368
50626,FOLD,SUBCOMPACT,1.6,4.0,M5,X,7.5,6.9,7.23,162
50627,TOYOTI,MID-SIZE,2.5,4.0,AS6,X,10.20155290718671,,8.580832320777642,194
50628,FOLKSWA,STATION WAGON - SMALL,2.0,4.0,A6,D,9.49667616334283,7.7,8.689049523223623,189
50629,CHEVO,STATION WAGON - SMALL,1.8,4.0,AS6,X,8.3,8.100975050186408,8.209270560883464,183
50630,CHEVO,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,12.8,10.398541114058355,11.7,326
50631,RYUNDAI,SUV - SMALL,2.0,4.0,AS6,X,15.303513337670788,11.5,13.58838821490468,243
50632,TOYOTI,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,17.5,12.4,15.21,376
50633,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,E,13.106159895150721,10.8,12.062726176115804,323
50634,TOYOTI,SUV - STANDARD,4.0,6.0,AS5,X,15.6,10.695187165775401,13.4,343
50635,TOYOTI,SUV - SMALL,3.5,6.0,AS6,,11.695906432748536,7.6,9.852216748768473,246
50636,NIRRAN,SUV - SMALL,2.5,4.0,AV,X,10.1,7.4,8.88888888888889,195
50637,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,14.5,11.600862422997945,13.2,379
50638,CHEVO,MID-SIZE,1.4,,M6,X,,6.8,8.285004142502071,189
50639,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,17.391304347826086,9.301317089232795,13.75515818431912,335
50640,KIO,MINIVAN,3.3,6.0,AS6,X,14.9,10.3,12.83,280
50641,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,19.7,11.200714285714286,15.873015873015873,305
50642,JIPU,SUV - SMALL,2.4,4.0,M5,X,12.199948132780083,7.800312012480499,10.22,217
50643,FOLKSWA,STATION WAGON - SMALL,1.8,4.0,M5,X,9.1,8.403361344537815,8.787346221441124,187
50644,FOLKSWA,SUV - SMALL,2.0,4.0,M6,Z,9.398496240601503,11.200674068199842,10.208984375,249
50645,CHEVO,FULL-SIZE,3.6,6.0,AS6,E,10.5,9.60061224489796,10.090817356205852,237
50646,TOYOTI,SUV - SMALL,3.5,6.0,AS6,X,10.200130095403296,8.4,9.39,248
50647,KIO,STATION WAGON - SMALL,2.0,4.0,M6,X,14.7,,12.3,215
50648,NIRRAN,PICKUP TRUCK - SMALL,2.5,4.0,M5,X,23.498001998002,11.001100110011,17.88,284
50649,FOLD,VAN - PASSENGER,6.8,10.0,A5,X,20.491803278688526,18.7,19.7,389
50650,RYUNDAI,SUV - SMALL,2.4,4.0,,X,12.5,8.9,10.881394453004622,239
50651,BMV,,3.0,6.0,M6,Z,14.0,10.8,12.56281407035176,250
50652,RYUNDAI,FULL-SIZE,1.6,4.0,AM7,X,11.0,8.000510204081634,9.651826015592942,202
50653,BMV,SUV - STANDARD,4.4,8.0,AS8,Z,14.4,11.198208286674133,12.96,335
50654,BMV,FULL-SIZE,4.4,8.0,AS8,Z,15.302329360780064,11.402508551881414,13.550135501355014,312
50655,KIO,FULL-SIZE,2.0,4.0,AS6,X,9.1,10.099427958526993,9.55,196
50656,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,9.699587628865979,7.4,8.66,203
50657,CHEVO,SUBCOMPACT,1.4,4.0,M5,X,4.399472063352397,5.599104143337066,4.9,123
50658,BMV,SUV - SMALL,,4.0,AS8,Z,9.7,9.7,9.7,233
50659,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,12.106537530266344,10.701319381255686,11.467889908256879,320
50660,KIO,,2.0,4.0,AS6,X,8.300940346752865,6.5,7.49,176
50661,CHEVO,,5.3,8.0,A6,X,18.8,12.1,15.781061452513967,346
50662,FOLD,FULL-SIZE,,6.0,AS6,X,15.4,10.8,13.33,296
50663,CHEVO,STATION WAGON - SMALL,1.8,4.0,M5,X,9.199632014719413,6.8,8.12,199
50664,NIRRAN,MID-SIZE,2.0,4.0,M6,X,10.500669642857144,8.300940346752865,9.511322280630813,181
50665,GONDA,SUV - SMALL,,6.0,A5,X,10.395010395010395,6.599747474747475,8.69,277
50666,FOLKSWA,COMPACT,2.0,,AS6,X,11.299435028248588,7.898894154818326,,201
50667,CADILUXE,SUV - STANDARD,6.2,8.0,A6,E,20.0,14.896453451551617,17.699115044247787,397
50668,FOLD,SUV - SMALL,2.0,4.0,AS6,X,8.299999999999999,7.7,,233
50669,GONDA,MID-SIZE,2.4,4.0,,X,9.699587628865979,7.4,8.665061349693252,191
